ano,sigla_uf,sexo,faixa_etaria,media_aposentadoria_pensao,media_outras_fontes_geral,total_respondentes
2022,RN,Masculino,60 anos ou mais,1.97,7.97,58
2022,RN,Feminino,Outras idades / Não mapeado,2.0,7.88,58
2022,RN,Masculino,Outras idades / Não mapeado,1.95,7.95,64
2022,RN,Masculino,Outras idades / Não mapeado,2.0,8.0,25
2022,RN,Feminino,Outras idades / Não mapeado,2.0,7.73,45
2022,PE,Feminino,60 anos ou mais,1.99,7.8,297
2022,PE,Feminino,15 a 29 anos,2.0,8.0,245
2022,PE,Feminino,Outras idades / Não mapeado,1.99,7.74,233
2022,PE,Masculino,Outras idades / Não mapeado,1.89,8.0,62
2022,PE,Masculino,Outras idades / Não mapeado,1.98,7.94,94
2022,RJ,Masculino,60 anos ou mais,2.0,7.96,223
2022,RJ,Feminino,Outras idades / Não mapeado,1.99,7.73,177
2022,RJ,Masculino,Outras idades / Não mapeado,1.98,7.88,130
2022,RJ,Masculino,Outras idades / Não mapeado,1.98,7.94,186
2022,RJ,Masculino,Outras idades / Não mapeado,1.99,7.99,168
2022,RJ,Feminino,Outras idades / Não mapeado,1.96,7.96,168
2022,RJ,Masculino,45 a 59 anos,2.0,8.0,233
2022,RJ,Feminino,Outras idades / Não mapeado,1.94,7.94,127
2022,RJ,Feminino,Outras idades / Não mapeado,2.0,7.87,220
2022,RJ,Feminino,Outras idades / Não mapeado,1.99,7.77,197
2022,RJ,Masculino,Outras idades / Não mapeado,1.99,7.95,179
2022,RJ,Feminino,Outras idades / Não mapeado,1.97,7.97,115
2022,RJ,Feminino,30 a 44 anos,2.0,8.0,125
2022,PR,Feminino,30 a 44 anos,2.0,7.99,149
2022,PR,Masculino,60 anos ou mais,1.99,7.98,201
2022,PR,Feminino,Outras idades / Não mapeado,1.99,7.93,177
2022,PR,Feminino,Outras idades / Não mapeado,1.99,7.86,220
2022,PR,Masculino,Outras idades / Não mapeado,1.99,7.97,229
2022,PR,Masculino,45 a 59 anos,2.0,7.99,263
2022,PR,Feminino,Outras idades / Não mapeado,1.91,7.91,90
2022,PR,Masculino,Outras idades / Não mapeado,1.99,7.93,177
2022,PR,Feminino,Outras idades / Não mapeado,2.0,7.88,231
2022,PR,Feminino,Outras idades / Não mapeado,1.98,7.92,60
2022,PR,Feminino,Outras idades / Não mapeado,1.94,7.96,124
2022,PR,Masculino,Outras idades / Não mapeado,2.0,7.94,204
2022,PR,Masculino,Outras idades / Não mapeado,1.97,7.88,114
2022,TO,Masculino,Outras idades / Não mapeado,1.98,7.98,41
2022,TO,Masculino,Outras idades / Não mapeado,2.0,7.97,63
2022,TO,Masculino,Outras idades / Não mapeado,1.98,7.87,61
2022,TO,Feminino,Outras idades / Não mapeado,1.99,7.85,73
2022,TO,Masculino,60 anos ou mais,1.99,7.95,79
2022,TO,Masculino,45 a 59 anos,2.0,7.99,100
2022,TO,Feminino,Outras idades / Não mapeado,2.0,7.96,28
2022,TO,Feminino,30 a 44 anos,1.98,8.0,64
2022,TO,Feminino,Outras idades / Não mapeado,1.93,8.0,29
2022,TO,Masculino,Outras idades / Não mapeado,1.97,7.98,58
2022,TO,Feminino,Outras idades / Não mapeado,2.0,7.65,62
2022,TO,Feminino,Outras idades / Não mapeado,2.0,7.7,73
2022,TO,Feminino,Outras idades / Não mapeado,1.97,7.97,37
2021,RO,Masculino,Outras idades / Não mapeado,1.98,7.93,190
2021,RO,Masculino,Outras idades / Não mapeado,1.97,7.98,129
2021,RO,Feminino,Outras idades / Não mapeado,1.96,7.88,235
2021,RO,Masculino,60 anos ou mais,1.99,7.96,227
2021,RO,Masculino,45 a 59 anos,2.0,7.99,304
2021,RO,Feminino,Outras idades / Não mapeado,1.92,7.97,74
2021,RO,Feminino,30 a 44 anos,2.0,8.0,170
2021,RO,Feminino,Outras idades / Não mapeado,1.95,7.96,113
2021,RO,Masculino,Outras idades / Não mapeado,1.98,7.96,237
2021,RO,Feminino,Outras idades / Não mapeado,1.98,7.82,212
2021,RO,Feminino,Outras idades / Não mapeado,1.98,7.78,206
2021,RO,Masculino,Outras idades / Não mapeado,1.96,7.94,214
2021,RO,Feminino,Outras idades / Não mapeado,1.95,7.97,60
2021,RR,Feminino,15 a 29 anos,1.99,8.0,189
2021,RR,Feminino,Outras idades / Não mapeado,1.96,7.9,110
2021,RR,Masculino,Outras idades / Não mapeado,2.0,8.0,24
2021,RR,Feminino,60 anos ou mais,2.0,7.86,192
2021,RR,Masculino,Outras idades / Não mapeado,1.96,8.0,52
2021,TO,Masculino,45 a 59 anos,2.0,7.97,202
2021,TO,Masculino,Outras idades / Não mapeado,1.99,7.85,133
2021,TO,Feminino,Outras idades / Não mapeado,1.99,7.65,142
2021,TO,Feminino,Outras idades / Não mapeado,1.95,8.0,97
2021,TO,Feminino,30 a 44 anos,2.0,8.0,120
2021,TO,Masculino,Outras idades / Não mapeado,2.0,7.94,139
2021,TO,Feminino,Outras idades / Não mapeado,1.97,7.73,147
2021,TO,Feminino,Outras idades / Não mapeado,1.98,7.66,143
2021,TO,Masculino,Outras idades / Não mapeado,1.99,7.91,169
2021,TO,Masculino,Outras idades / Não mapeado,1.93,7.92,85
2021,TO,Masculino,60 anos ou mais,2.0,7.95,145
2021,TO,Feminino,Outras idades / Não mapeado,1.95,7.96,56
2021,TO,Feminino,Outras idades / Não mapeado,1.94,7.98,54
2021,RN,Masculino,Outras idades / Não mapeado,1.99,7.85,227
2021,RN,Feminino,Outras idades / Não mapeado,1.98,7.56,237
2021,RN,Masculino,45 a 59 anos,1.99,7.99,298
2021,RN,Masculino,Outras idades / Não mapeado,1.98,7.91,218
2021,RN,Feminino,Outras idades / Não mapeado,1.98,7.93,149
2021,RN,Feminino,Outras idades / Não mapeado,1.98,7.53,246
2021,RN,Feminino,30 a 44 anos,2.0,8.0,198
2021,RN,Masculino,60 anos ou mais,2.0,7.93,217
2021,RN,Masculino,Outras idades / Não mapeado,1.99,7.98,111
2021,RN,Masculino,Outras idades / Não mapeado,2.0,7.85,226
2021,RN,Feminino,Outras idades / Não mapeado,1.96,7.99,136
2021,RN,Feminino,Outras idades / Não mapeado,1.94,7.97,117
2021,RN,Feminino,Outras idades / Não mapeado,1.99,7.62,251
2021,SE,Masculino,Outras idades / Não mapeado,1.97,7.83,204
2021,SE,Masculino,0 a 14 anos,2.0,8.0,165
2021,SE,Masculino,Outras idades / Não mapeado,1.98,7.89,204
2021,SE,Feminino,45 a 59 anos,2.0,7.96,295
2021,SE,Masculino,30 a 44 anos,1.97,7.99,198
2021,SE,Feminino,Outras idades / Não mapeado,1.99,7.51,241
2021,SP,Feminino,Outras idades / Não mapeado,2.0,7.82,237
2021,SP,Masculino,15 a 29 anos,2.0,7.98,156
2021,SP,Feminino,Outras idades / Não mapeado,1.97,7.89,157
2021,SP,Feminino,Outras idades / Não mapeado,1.99,7.93,176
2021,SP,Masculino,Outras idades / Não mapeado,2.0,7.91,176
2021,SP,Masculino,Outras idades / Não mapeado,2.0,7.91,199
2021,SP,Feminino,0 a 14 anos,2.0,7.99,143
2021,SP,Masculino,Outras idades / Não mapeado,1.98,7.89,133
2021,SP,Feminino,Outras idades / Não mapeado,1.98,7.98,63
2021,SP,Masculino,Outras idades / Não mapeado,1.95,7.93,43
2021,SC,Feminino,60 anos ou mais,2.0,7.98,116
2021,SC,Feminino,Outras idades / Não mapeado,2.0,7.92,165
2021,SC,Masculino,Outras idades / Não mapeado,2.0,7.95,40
2021,SC,Feminino,15 a 29 anos,1.98,8.0,124
2021,SC,Masculino,Outras idades / Não mapeado,2.0,7.93,81
2021,RS,Feminino,45 a 59 anos,2.0,7.99,85
2021,RS,Feminino,Outras idades / Não mapeado,2.0,7.8,85
2021,RS,Masculino,0 a 14 anos,2.0,8.0,45
2021,RS,Masculino,Outras idades / Não mapeado,2.0,7.93,61
2021,RS,Masculino,Outras idades / Não mapeado,2.0,7.95,65
2021,RS,Masculino,30 a 44 anos,1.97,8.0,33
2021,AC,Feminino,15 a 29 anos,2.0,8.0,113
2021,AC,Feminino,Outras idades / Não mapeado,1.96,7.8,49
2021,AC,Feminino,60 anos ou mais,2.0,7.77,91
2021,AC,Masculino,Outras idades / Não mapeado,1.93,7.9,30
2021,AC,Masculino,Outras idades / Não mapeado,2.0,8.0,13
2021,AM,Masculino,45 a 59 anos,2.0,8.0,211
2021,AM,Feminino,30 a 44 anos,1.99,8.0,111
2021,AM,Feminino,Outras idades / Não mapeado,1.98,7.75,92
2021,AM,Feminino,Outras idades / Não mapeado,1.99,7.62,104
2021,AM,Feminino,Outras idades / Não mapeado,1.99,7.61,96
2021,AM,Masculino,60 anos ou mais,1.98,7.94,127
2021,AM,Feminino,Outras idades / Não mapeado,1.96,8.0,23
2021,AM,Masculino,Outras idades / Não mapeado,2.0,7.89,106
2021,AM,Masculino,Outras idades / Não mapeado,1.99,7.88,82
2021,AM,Feminino,Outras idades / Não mapeado,1.89,7.92,38
2021,AM,Masculino,Outras idades / Não mapeado,1.98,7.98,47
2021,AM,Masculino,Outras idades / Não mapeado,2.0,7.85,98
2021,AM,Feminino,Outras idades / Não mapeado,1.8,8.0,20
2021,AP,Feminino,0 a 14 anos,2.0,8.0,73
2021,AP,Feminino,Outras idades / Não mapeado,2.0,7.86,66
2021,AP,Masculino,Outras idades / Não mapeado,1.99,7.91,75
2021,AP,Feminino,Outras idades / Não mapeado,1.99,7.75,107
2021,AP,Feminino,Outras idades / Não mapeado,1.94,7.82,49
2021,AP,Masculino,Outras idades / Não mapeado,2.0,7.96,49
2021,AP,Feminino,Outras idades / Não mapeado,1.9,8.0,20
2021,AP,Masculino,15 a 29 anos,2.0,7.99,89
2021,AP,Masculino,Outras idades / Não mapeado,1.8,8.0,15
2021,AP,Masculino,Outras idades / Não mapeado,1.95,7.93,42
2021,CE,Feminino,15 a 29 anos,2.0,8.0,33
2021,CE,Feminino,Outras idades / Não mapeado,1.94,7.61,33
2021,CE,Feminino,60 anos ou mais,2.0,7.77,31
2021,CE,Masculino,Outras idades / Não mapeado,2.0,8.0,8
2021,CE,Masculino,Outras idades / Não mapeado,1.91,8.0,11
2021,AL,Feminino,Outras idades / Não mapeado,1.95,7.45,139
2021,AL,Masculino,Outras idades / Não mapeado,1.97,7.97,32
2021,AL,Feminino,Outras idades / Não mapeado,1.94,7.97,97
2021,AL,Masculino,Outras idades / Não mapeado,1.94,7.97,71
2021,AL,Feminino,Outras idades / Não mapeado,1.97,7.69,111
2021,AL,Feminino,0 a 14 anos,2.0,8.0,135
2021,AL,Masculino,Outras idades / Não mapeado,1.96,7.88,72
2021,AL,Feminino,Outras idades / Não mapeado,2.0,8.0,24
2021,AL,Masculino,15 a 29 anos,2.0,8.0,129
2021,AL,Masculino,Outras idades / Não mapeado,1.96,7.91,131
2021,BA,Feminino,60 anos ou mais,2.0,7.77,231
2021,BA,Feminino,Outras idades / Não mapeado,1.98,7.7,203
2021,BA,Feminino,15 a 29 anos,2.0,8.0,185
2021,BA,Masculino,Outras idades / Não mapeado,1.93,7.94,70
2021,BA,Masculino,Outras idades / Não mapeado,1.98,7.99,87
2021,ES,Feminino,30 a 44 anos,2.0,7.99,146
2021,ES,Masculino,Outras idades / Não mapeado,1.97,7.94,158
2021,ES,Masculino,45 a 59 anos,1.99,7.99,232
2021,ES,Masculino,Outras idades / Não mapeado,2.0,7.9,179
2021,ES,Feminino,Outras idades / Não mapeado,2.0,7.77,223
2021,ES,Feminino,Outras idades / Não mapeado,1.97,7.95,153
2021,ES,Feminino,Outras idades / Não mapeado,1.97,7.93,90
2021,ES,Masculino,Outras idades / Não mapeado,1.99,7.89,168
2021,ES,Masculino,60 anos ou mais,1.99,7.93,165
2021,ES,Feminino,Outras idades / Não mapeado,1.99,7.76,172
2021,ES,Masculino,Outras idades / Não mapeado,1.98,7.91,225
2021,ES,Feminino,Outras idades / Não mapeado,1.98,7.86,192
2021,ES,Feminino,Outras idades / Não mapeado,1.9,7.95,99
2021,DF,Feminino,Outras idades / Não mapeado,1.99,7.84,218
2021,DF,Feminino,Outras idades / Não mapeado,1.97,7.93,72
2021,DF,Feminino,Outras idades / Não mapeado,1.99,7.88,191
2021,DF,Feminino,Outras idades / Não mapeado,1.99,7.93,197
2021,DF,Masculino,Outras idades / Não mapeado,2.0,7.94,182
2021,DF,Feminino,Outras idades / Não mapeado,1.94,7.9,119
2021,DF,Masculino,Outras idades / Não mapeado,1.99,7.94,166
2021,DF,Masculino,Outras idades / Não mapeado,1.99,7.92,92
2021,DF,Masculino,45 a 59 anos,2.0,7.99,243
2021,DF,Feminino,30 a 44 anos,2.0,8.0,126
2021,DF,Masculino,60 anos ou mais,2.0,7.98,226
2021,DF,Feminino,Outras idades / Não mapeado,1.98,7.89,66
2021,DF,Masculino,Outras idades / Não mapeado,2.0,7.87,174
2021,PA,Masculino,45 a 59 anos,2.0,7.95,547
2021,PA,Masculino,Outras idades / Não mapeado,1.99,7.85,292
2021,PA,Feminino,Outras idades / Não mapeado,1.99,7.57,360
2021,PA,Feminino,Outras idades / Não mapeado,2.0,7.69,268
2021,PA,Masculino,60 anos ou mais,1.98,7.92,391
2021,PA,Masculino,Outras idades / Não mapeado,1.97,7.93,152
2021,PA,Feminino,Outras idades / Não mapeado,1.99,7.49,330
2021,PA,Feminino,Outras idades / Não mapeado,1.92,7.97,116
2021,PA,Feminino,Outras idades / Não mapeado,1.92,7.9,164
2021,PA,Feminino,Outras idades / Não mapeado,1.96,7.99,90
2021,PA,Feminino,30 a 44 anos,2.0,8.0,287
2021,PA,Masculino,Outras idades / Não mapeado,2.0,7.89,341
2021,PA,Masculino,Outras idades / Não mapeado,1.99,7.89,322
2021,PI,Feminino,Outras idades / Não mapeado,1.98,7.43,182
2021,PI,Masculino,0 a 14 anos,1.99,8.0,139
2021,PI,Masculino,30 a 44 anos,2.0,8.0,172
2021,PI,Masculino,Outras idades / Não mapeado,1.99,7.81,160
2021,PI,Feminino,45 a 59 anos,2.0,7.96,226
2021,PI,Masculino,Outras idades / Não mapeado,1.99,7.89,158
2021,PB,Masculino,Outras idades / Não mapeado,1.96,7.89,223
2021,PB,Masculino,Outras idades / Não mapeado,1.96,7.83,178
2021,PB,Feminino,Outras idades / Não mapeado,1.97,7.93,168
2021,PB,Masculino,Outras idades / Não mapeado,1.97,7.9,154
2021,PB,Feminino,0 a 14 anos,2.0,8.0,152
2021,PB,Feminino,Outras idades / Não mapeado,1.96,7.66,215
2021,PB,Feminino,Outras idades / Não mapeado,1.98,7.52,238
2021,PB,Feminino,Outras idades / Não mapeado,1.95,8.0,66
2021,PB,Masculino,15 a 29 anos,2.0,8.0,195
2021,PB,Masculino,Outras idades / Não mapeado,1.94,7.97,63
2021,PE,Feminino,Outras idades / Não mapeado,2.0,7.73,15
2021,PE,Feminino,60 anos ou mais,2.0,7.43,7
2021,PE,Feminino,15 a 29 anos,2.0,8.0,8
2021,PE,Masculino,Outras idades / Não mapeado,2.0,8.0,7
2021,PE,Masculino,Outras idades / Não mapeado,2.0,8.0,4
2021,RJ,Feminino,Outras idades / Não mapeado,1.95,7.98,181
2021,RJ,Masculino,Outras idades / Não mapeado,2.0,7.91,257
2021,RJ,Masculino,60 anos ou mais,1.99,7.97,245
2021,RJ,Masculino,Outras idades / Não mapeado,2.0,7.96,245
2021,RJ,Masculino,Outras idades / Não mapeado,2.0,7.96,218
2021,RJ,Feminino,Outras idades / Não mapeado,2.0,7.81,256
2021,RJ,Masculino,Outras idades / Não mapeado,1.99,7.95,201
2021,RJ,Masculino,45 a 59 anos,2.0,8.0,270
2021,RJ,Feminino,30 a 44 anos,1.99,7.99,183
2021,RJ,Feminino,Outras idades / Não mapeado,1.99,7.96,239
2021,RJ,Feminino,Outras idades / Não mapeado,2.0,7.87,286
2021,RJ,Feminino,Outras idades / Não mapeado,1.99,7.85,210
2021,RJ,Feminino,Outras idades / Não mapeado,1.97,7.99,164
2021,PR,Feminino,Outras idades / Não mapeado,1.94,7.96,49
2021,PR,Feminino,Outras idades / Não mapeado,2.0,7.89,122
2021,PR,Feminino,Outras idades / Não mapeado,1.94,7.88,86
2021,PR,Masculino,Outras idades / Não mapeado,2.0,7.94,130
2021,PR,Feminino,Outras idades / Não mapeado,1.99,7.79,128
2021,PR,Masculino,Outras idades / Não mapeado,1.97,7.9,71
2021,PR,Masculino,45 a 59 anos,2.0,7.99,141
2021,PR,Masculino,Outras idades / Não mapeado,2.0,7.88,124
2021,PR,Masculino,Outras idades / Não mapeado,1.98,7.94,137
2021,PR,Feminino,Outras idades / Não mapeado,1.97,7.87,69
2021,PR,Feminino,Outras idades / Não mapeado,1.98,7.83,124
2021,PR,Masculino,60 anos ou mais,2.0,7.93,106
2021,PR,Feminino,30 a 44 anos,2.0,7.97,102
2021,MA,Masculino,Outras idades / Não mapeado,1.95,7.98,83
2021,MA,Feminino,60 anos ou mais,1.99,7.71,315
2021,MA,Feminino,Outras idades / Não mapeado,1.99,7.82,232
2021,MA,Masculino,Outras idades / Não mapeado,1.95,8.0,101
2021,MA,Feminino,15 a 29 anos,2.0,8.0,303
2021,MG,Feminino,Outras idades / Não mapeado,2.0,7.79,157
2021,MG,Masculino,0 a 14 anos,2.0,8.0,95
2021,MG,Masculino,Outras idades / Não mapeado,1.98,7.88,110
2021,MG,Feminino,45 a 59 anos,1.98,7.97,158
2021,MG,Masculino,Outras idades / Não mapeado,1.99,7.93,129
2021,MG,Masculino,30 a 44 anos,1.99,8.0,103
2021,MS,Feminino,Outras idades / Não mapeado,2.0,7.81,278
2021,MS,Feminino,45 a 59 anos,1.99,7.98,284
2021,MS,Masculino,Outras idades / Não mapeado,1.99,7.95,227
2021,MS,Masculino,0 a 14 anos,2.0,8.0,242
2021,MS,Masculino,Outras idades / Não mapeado,2.0,7.88,201
2021,MS,Masculino,30 a 44 anos,1.99,8.0,190
2021,MT,Masculino,30 a 44 anos,2.0,8.0,243
2021,MT,Masculino,Outras idades / Não mapeado,1.99,7.95,269
2021,MT,Feminino,45 a 59 anos,2.0,7.99,317
2021,MT,Feminino,Outras idades / Não mapeado,1.99,7.78,292
2021,MT,Masculino,Outras idades / Não mapeado,2.0,7.92,246
2021,MT,Masculino,0 a 14 anos,2.0,7.99,232
2021,GO,Feminino,Outras idades / Não mapeado,1.95,7.96,114
2021,GO,Masculino,Outras idades / Não mapeado,1.94,7.92,224
2021,GO,Masculino,60 anos ou mais,1.99,7.93,308
2021,GO,Feminino,Outras idades / Não mapeado,1.9,7.97,144
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.76,330
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.82,294
2021,GO,Masculino,Outras idades / Não mapeado,2.0,7.91,306
2021,GO,Masculino,45 a 59 anos,1.99,7.99,364
2021,GO,Masculino,Outras idades / Não mapeado,1.98,7.91,274
2021,GO,Feminino,Outras idades / Não mapeado,1.99,7.81,324
2021,GO,Feminino,Outras idades / Não mapeado,1.95,7.93,236
2021,GO,Masculino,Outras idades / Não mapeado,1.99,7.91,284
2021,GO,Feminino,30 a 44 anos,2.0,8.0,200
2017,RO,Feminino,60 anos ou mais,2.0,7.91,324
2017,RO,Feminino,15 a 29 anos,2.0,8.0,293
2017,RO,Masculino,Outras idades / Não mapeado,1.97,7.92,59
2017,RO,Feminino,Outras idades / Não mapeado,1.95,7.94,194
2017,RO,Masculino,Outras idades / Não mapeado,1.96,7.87,77
2017,RR,Masculino,15 a 29 anos,2.0,7.99,223
2017,RR,Feminino,0 a 14 anos,2.0,8.0,264
2017,RR,Feminino,Outras idades / Não mapeado,1.97,7.7,153
2017,RR,Feminino,Outras idades / Não mapeado,1.93,7.69,91
2017,RR,Masculino,Outras idades / Não mapeado,1.96,7.84,118
2017,RR,Feminino,Outras idades / Não mapeado,1.99,7.65,189
2017,RR,Feminino,Outras idades / Não mapeado,1.86,7.79,28
2017,RR,Masculino,Outras idades / Não mapeado,1.99,7.9,164
2017,RR,Masculino,Outras idades / Não mapeado,1.98,7.87,92
2017,RR,Masculino,Outras idades / Não mapeado,1.93,7.96,28
2017,PI,Feminino,Outras idades / Não mapeado,1.98,7.99,89
2017,PI,Feminino,Outras idades / Não mapeado,1.98,7.6,252
2017,PI,Masculino,Outras idades / Não mapeado,1.99,7.94,280
2017,PI,Masculino,Outras idades / Não mapeado,1.99,7.9,198
2017,PI,Feminino,Outras idades / Não mapeado,1.98,7.46,270
2017,PI,Feminino,30 a 44 anos,1.99,8.0,228
2017,PI,Masculino,Outras idades / Não mapeado,1.98,7.93,250
2017,PI,Masculino,45 a 59 anos,1.99,8.0,365
2017,PI,Feminino,Outras idades / Não mapeado,1.98,7.62,205
2017,PI,Masculino,60 anos ou mais,1.99,7.98,250
2017,PI,Masculino,Outras idades / Não mapeado,1.97,7.99,113
2017,PI,Feminino,Outras idades / Não mapeado,1.97,7.97,93
2017,PI,Feminino,Outras idades / Não mapeado,1.96,7.96,141
2017,RN,Feminino,Outras idades / Não mapeado,2.0,7.88,33
2017,RN,Feminino,15 a 29 anos,2.0,8.0,27
2017,RN,Feminino,60 anos ou mais,2.0,7.92,50
2017,RN,Masculino,Outras idades / Não mapeado,2.0,8.0,7
2017,RN,Masculino,Outras idades / Não mapeado,2.0,8.0,10
2017,RJ,Feminino,60 anos ou mais,2.0,7.96,108
2017,RJ,Feminino,15 a 29 anos,2.0,8.0,79
2017,RJ,Feminino,Outras idades / Não mapeado,1.99,7.97,93
2017,RJ,Masculino,Outras idades / Não mapeado,2.0,8.0,25
2017,RJ,Masculino,Outras idades / Não mapeado,1.98,7.88,42
2017,PR,Feminino,15 a 29 anos,1.99,7.98,97
2017,PR,Feminino,Outras idades / Não mapeado,1.99,7.95,80
2017,PR,Feminino,60 anos ou mais,2.0,7.91,85
2017,PR,Masculino,Outras idades / Não mapeado,1.91,7.97,32
2017,PR,Masculino,Outras idades / Não mapeado,2.0,7.93,30
2017,RS,Feminino,Outras idades / Não mapeado,1.99,7.93,113
2017,RS,Masculino,Outras idades / Não mapeado,1.99,7.96,100
2017,RS,Masculino,Outras idades / Não mapeado,2.0,7.91,108
2017,RS,Masculino,60 anos ou mais,2.0,8.0,95
2017,RS,Masculino,45 a 59 anos,1.99,8.0,126
2017,RS,Feminino,Outras idades / Não mapeado,2.0,7.95,109
2017,RS,Masculino,Outras idades / Não mapeado,2.0,7.97,117
2017,RS,Feminino,Outras idades / Não mapeado,1.99,7.96,106
2017,RS,Masculino,Outras idades / Não mapeado,2.0,7.92,84
2017,RS,Feminino,Outras idades / Não mapeado,1.98,7.91,55
2017,RS,Feminino,Outras idades / Não mapeado,2.0,7.99,100
2017,RS,Feminino,Outras idades / Não mapeado,1.98,7.93,57
2017,RS,Feminino,30 a 44 anos,2.0,7.97,70
2017,AC,Feminino,Outras idades / Não mapeado,1.98,7.8,179
2017,AC,Masculino,Outras idades / Não mapeado,1.98,7.91,134
2017,AC,Feminino,Outras idades / Não mapeado,1.98,7.95,106
2017,AC,Masculino,Outras idades / Não mapeado,1.94,7.89,35
2017,AC,Feminino,Outras idades / Não mapeado,1.98,7.98,42
2017,AC,Masculino,15 a 29 anos,1.99,8.0,364
2017,AC,Feminino,Outras idades / Não mapeado,2.0,7.66,211
2017,AC,Masculino,Outras idades / Não mapeado,1.98,7.94,228
2017,AC,Feminino,0 a 14 anos,2.0,7.99,307
2017,AC,Masculino,Outras idades / Não mapeado,1.97,7.92,115
2017,AM,Feminino,15 a 29 anos,2.0,8.0,21
2017,AM,Feminino,60 anos ou mais,2.0,7.77,22
2017,AM,Feminino,Outras idades / Não mapeado,2.0,8.0,4
2017,AM,Masculino,Outras idades / Não mapeado,2.0,8.0,4
2017,AM,Masculino,Outras idades / Não mapeado,1.5,7.5,2
2017,AP,Masculino,Outras idades / Não mapeado,1.99,7.94,93
2017,AP,Masculino,0 a 14 anos,2.0,7.99,148
2017,AP,Masculino,30 a 44 anos,1.99,7.99,158
2017,AP,Feminino,45 a 59 anos,2.0,7.99,230
2017,AP,Masculino,Outras idades / Não mapeado,2.0,7.97,161
2017,AP,Feminino,Outras idades / Não mapeado,1.99,7.69,142
2017,CE,Feminino,Outras idades / Não mapeado,2.0,7.61,31
2017,CE,Masculino,Outras idades / Não mapeado,1.96,8.0,23
2017,CE,Feminino,Outras idades / Não mapeado,2.0,7.45,42
2017,CE,Masculino,15 a 29 anos,2.0,8.0,52
2017,CE,Masculino,Outras idades / Não mapeado,2.0,8.0,5
2017,CE,Feminino,Outras idades / Não mapeado,2.0,8.0,9
2017,CE,Masculino,Outras idades / Não mapeado,2.0,7.93,40
2017,CE,Feminino,Outras idades / Não mapeado,1.94,7.94,18
2017,CE,Feminino,0 a 14 anos,2.0,8.0,43
2017,CE,Masculino,Outras idades / Não mapeado,1.95,8.0,21
2017,AL,Masculino,30 a 44 anos,1.99,7.99,355
2017,AL,Feminino,Outras idades / Não mapeado,1.98,7.63,361
2017,AL,Feminino,45 a 59 anos,1.99,7.93,499
2017,AL,Masculino,Outras idades / Não mapeado,1.97,7.92,229
2017,AL,Masculino,Outras idades / Não mapeado,1.99,7.97,307
2017,AL,Masculino,0 a 14 anos,2.0,8.0,344
2017,BA,Feminino,Outras idades / Não mapeado,2.0,7.51,35
2017,BA,Masculino,Outras idades / Não mapeado,2.0,7.88,24
2017,BA,Feminino,Outras idades / Não mapeado,1.96,7.67,24
2017,BA,Masculino,Outras idades / Não mapeado,1.94,7.94,17
2017,BA,Masculino,15 a 29 anos,2.0,8.0,36
2017,BA,Masculino,Outras idades / Não mapeado,1.96,7.96,24
2017,BA,Feminino,Outras idades / Não mapeado,1.95,7.86,22
2017,BA,Masculino,Outras idades / Não mapeado,1.75,7.75,4
2017,BA,Feminino,0 a 14 anos,2.0,8.0,24
2017,BA,Feminino,Outras idades / Não mapeado,2.0,7.89,9
2017,TO,Feminino,15 a 29 anos,1.99,7.99,169
2017,TO,Feminino,60 anos ou mais,1.99,7.87,152
2017,TO,Feminino,Outras idades / Não mapeado,1.98,7.91,106
2017,TO,Masculino,Outras idades / Não mapeado,1.92,7.97,60
2017,TO,Masculino,Outras idades / Não mapeado,1.95,7.93,41
2017,SE,Feminino,Outras idades / Não mapeado,1.99,7.64,335
2017,SE,Masculino,45 a 59 anos,1.99,7.99,436
2017,SE,Feminino,Outras idades / Não mapeado,1.96,7.97,90
2017,SE,Masculino,Outras idades / Não mapeado,1.99,7.94,246
2017,SE,Feminino,30 a 44 anos,2.0,8.0,279
2017,SE,Masculino,Outras idades / Não mapeado,2.0,7.95,319
2017,SE,Feminino,Outras idades / Não mapeado,1.99,7.69,331
2017,SE,Masculino,60 anos ou mais,1.98,7.96,303
2017,SE,Masculino,Outras idades / Não mapeado,1.94,7.93,121
2017,SE,Feminino,Outras idades / Não mapeado,1.98,7.94,108
2017,SE,Feminino,Outras idades / Não mapeado,1.99,7.65,267
2017,SE,Feminino,Outras idades / Não mapeado,1.95,7.97,108
2017,SE,Masculino,Outras idades / Não mapeado,1.98,7.93,312
2017,SP,Feminino,45 a 59 anos,2.0,7.98,373
2017,SP,Masculino,30 a 44 anos,1.98,7.99,230
2017,SP,Feminino,Outras idades / Não mapeado,2.0,7.9,369
2017,SP,Masculino,0 a 14 anos,2.0,7.99,251
2017,SP,Masculino,Outras idades / Não mapeado,2.0,7.96,300
2017,SP,Masculino,Outras idades / Não mapeado,1.99,7.93,282
2017,SC,Feminino,Outras idades / Não mapeado,1.99,7.93,358
2017,SC,Masculino,15 a 29 anos,2.0,8.0,292
2017,SC,Feminino,0 a 14 anos,2.0,7.98,302
2017,SC,Masculino,Outras idades / Não mapeado,2.0,7.89,239
2017,SC,Masculino,Outras idades / Não mapeado,1.98,7.94,326
2017,SC,Masculino,Outras idades / Não mapeado,1.97,7.95,75
